hall_id,name,hall_vibe,catering,parking_facility,transport_access,bridal_room,guest_flow,pricing_detail,service_etc,disadvantage,in_guarantee,,,,,
1068,공덕 아펠가모(라로브홀),"밝고 따뜻한 분위기의 아치형 홀, 층고가 높음","대인 100,000원, 소인 39,600원","주차공간 200대, 도보 2분 거리에 추가 주차공간 있음","공덕역 5호선, 6호선, 경의중앙선과 가까움",신부대기실에 보라색 꽃 장식,홀 2개가 분리되어 있어 하객 동선이 복잡하지 않음,"대관료 10,000,000원",상담 시 입장조명으로 예식 분위기 체험 가능,홀 내 주차공간 부족,250,,,,,
1069,더뉴컨벤션웨딩홀,"웅장하고 높은 층고, 기둥 없는 홀","식대 92,000원, 대관료 11,000,000원",주차 편리,,정원같고 예쁜 신부 대기실,스크린으로 하객들이 편하게 볼 수 있음,"식대 10만원 이하, 대관료 1000만원 이하로 합리적",리모델링 예정으로 시설 개선 기대,신부입장 시 엘리베이터 이용에 대한 걱정,200,,,,,
1070,더세인트 그랜드볼룸 홀,"화려한 꽃장식과 호텔식 예식, 고급스러운 분위기","정가식대 13만원, 동시예식 코스요리 제공",주차 편리함,,신부가 커튼 뒤에서 등장 가능,동시예식으로 인한 손님 수에 따라 복잡할 수 있음,"대관료 및 연출, 꽃장식 등 2715만원","예약팀 직원의 꼼꼼한 안내, 선식사 제공",동시예식 특성상 보증인원 초과 시 식사 제공 우려,200,,,,,
1071,강남 그랜드힐컨벤션>그랜드볼룸홀,"웅장하고 멋진 밝은 홀, 하얀색 돔 구조로 조명 반사판 역할","정가 식대 99,000원, 할인가 91,800원, 한식코스 포함",,,3층 그랜드볼룸 신부대기실,,"대관료 정가 1,600만원, 할인가 1,360만원","통창에 비쳐지는 탄천 뷰가 멋짐, 신부 드레스와 잘 어울림",개인 취향에 맞지 않아 선택하지 않음,350,,,,,
1072,송도 라마다송도 신의정원,"밝은 홀, 과한 화려함 없이 은근한 고급스러움","5만 중후반, 음료 무료",,,,일부 불편함 (2층으로 이동),대관료 250만원,"상담 시 친절한 안내, 담당자 친절",도장 제공 필요,200,,,,,
1073,송도 직시더그린,차분하고 조용한 스몰웨딩에 특화된 분위기,"1인 약 6만6천원, 대관료 50만원, 최소인원 지불보증 없음","건물 내 지하주차장, 주차 안내 사전 제공",센트럴파크역 2번 출구 바로 앞,신부대기실이 하객들과 자연스럽게 마주칠 수 있는 구조,간결함,"50만원 대관료, 하객수 지불보증 없음",생화플라워장식 및 웨딩디렉팅 상담 가능,하객수가 고정되지 않아 아쉬움,40~60명,,,,,
1074,DMC타워웨딩>펠리체홀,"높은 천장과 통창으로 트인 시야, 밝고 개방감 있는 분위기","정가 식대 88,000원, 후기가 좋음","건물 내 지하주차장 넓음, 인근 공영주차장 이용 가능",디지털미디어시티역 8출구와 연결된 통로로 접근 용이,,3개의 홀이 2개의 연회장을 나누어 사용하여 복잡할 수 있음,"대관료 16,000,000원, 계약상 공유 불가",직원들이 친절하고 상담이 집중적이었음,"3개의 홀이 위치해 연회장이 복잡해 보임, 고급스러운 분위기 부족 우려",250,,,,,
1075,제이오스티엘,,"대관료 350만원, 식대 58,000원 (정상가 저렴)","3000대 주차 가능, 5시간 무료 주차",,,,"총 견적 천만원도 안됨, 가성비 좋음","친절한 상담, 세세한 정보 제공",,150,,,,,
1076,강남 조선팰리스 더 그레이트홀,"호텔 분위기, 플라워 세팅과 S자 버진로드가 아름다움","18만원, 토요일은 20만원",,홀 찾아오기 까다로움,,,"대관료 660만원 포함, 높은 견적",입구에서 맞이해주는 친절한 서비스,"플라워 미팅 시 추가 금액 발생 가능, 높은 견적",200,,,,,
1077,더베르지,,"69,000원",,,,,"대관료 600만원, 식대 69,000원",,,200,,,,,
1078,부천 세이브존 라비에벨,"넓고 층고가 높은 웅장한 홀, 생화장식으로 향기롭고 탁 트인 로비","식대 72,000원, 대관료 3,900,000원, 생화비 5,000,000원","지하 4층 주차장과 바로 앞 주차장 건물로 1,000대 이상 주차 가능","상동역 바로 앞, 엘리베이터 6대 운영",혼주룸이 따로 있어 편리함,동선이 간결하고 편리함,"할인가 식대 60,000원, 대관료 5,500,000원, 전반적으로 괜찮은 가격","주차관리자 상주, 포토존 및 계절별 꽃 교체 서비스",당일 주차 혼잡 가능성,200,,,,,
1079,대치 더채플앳,,96800원,,,,,"대관료 862만원, 식대 96800원",,,200,,,,,
1008,삼성 노블발렌티,,식대 9만원,,,,,대관료 690만원,,,200,,,,,
1080,서초 화이트베일,,식대 7만원,,,,,대관료 600만원,,,200,,,,,
1077,더베르지,,"77,000원",,,,,"대관료 600만원, 변동 가능성 있음",,,200,,,,,
1081,신도림 라마다호텔,"밝은 구조물로 웅장한 느낌, 깔끔한 화이트그린 톤","14만원, 비수기 합리적인 가격",,,로비층에 위치하지 않아 하객 방문 어려움,"효율적인 동선, 에스컬레이터 이용 가능","2100만원, 비수기 할인가 1400만원",,홀 분위기 변화에 대한 걱정,200,,,,,
1082,더링크호텔,"밝고 웅장한 홀, 공주공주한 느낌의 홀도 있음","17만원(주류 포함), 할인가 10.7만원(토), 10.3만원(일)",,,층 별로 로비 옆에 위치하여 편리함,,"대관료 2500만원, 할인가 1750만원(토), 1550만원(일)",,"모든 층의 구조가 똑같아 특별함이 없음, 공장식 예식장",250,,,,,
1083,올림픽파크텔,"넓은 신부대기실과 1층 단독홀, 예식 시간대가 넉넉함","정가 식대 77,000원, 할인가 65,450원","야외 100-150대, 지하 400대, 하객 3시간 주차 지원",몽촌토성역 도보 10분 거리,신부대기실이 넓음,입장 시 버진로드 초입에 서 있어야 함,"대관료 3,000,000원, 플라워장식 필수 4,500,000원","스위트룸 1박 제공, 상담 친절","스드메 패키지 없음, 보증인원 초과 시 메뉴 추가 불가",200,,,,,
1084,부천 라비에벨 웨딩,"어두운 웅장한 오페라하우스 같은 인테리어, 층고 14미터, 긴 버진로드","대관료 890만원, 식대 72,000원",800대 주차 가능,"상동역 바로 앞, 접근성 최고","넓고 세련된 밝은 대리석, 풍성한 꽃장식",동선 편리하고 여유 있는 공간,"대관료 690만원, 식대 69,000원으로 합리적","가족 원판사진 스튜디오, 신랑 입장문 따로 있음",홀이 여러 개일 경우 하객 섞일 수 있음,300,,,,,
1085,강남 세인트메리엘 메리엘홀,"밝은 홀, 깔끔한 호텔 로비 분위기","정가 식대 98,000원, 음식 맛에 대한 긍정적인 후기 많음",주차가 어려운 점,,연회장에 혼주룸 따로 있음,,"대관료 980만원, 예산 내에 들어옴",,"화견 불가, 주차 어려움",150,,,,,
1086,부천 MJ컨벤션,신축으로 쾌적한 분위기,"65,000원, 맛있고 양이 충분함",넓은 주차장,소사역 1번출구에서 도보로 바로 접근 가능,,안내 요원들이 있어 동선이 잘 관리됨,"대관료 5,800,000원, 할인가 4,300,000원","혼주 한복대여 및 메이크업 안내, 노래 선곡 도움",교통 체증 우려,200,,,,,
1087,신림 그레이스파티,"웅장한 느낌의 고급스러운 분위기, 층고 9m, 조명과 인테리어가 은은함","정가 식대 8만원, 뷔페 음식 퀄리티 높음, 즉석 조리 제공","자체주차 300대, 외부주차 100대 가능",서울 내에서 교통 여유롭고 주차 편리,"신부대기실 넓고 꽃으로 장식되어 있음, 홀로 바로 입장 가능",,"대관료 955만원, 할인가 750만원, 지인 소개 이벤트로 추가 할인 가능","상담 친절함, 혼주 부대시설 잘 갖춰짐",비수기 혜택을 놓쳐 아쉬움,,,,,,
1088,강남 아르베 웨딩,"동화같은 감성의 밝은 홀, 넓은 공간","89,000원, 식사 후기 좋음",,선정릉역과 언주역 더블 역세권,"러블리한 느낌, 신부 전용 화장실 있음",한 층 동선으로 편리함,"950만원, 합리적인 가격","플라워 장식 풍성, 생화 향 좋음",,,,,,,
1089,강남 아르베,"소규모 단독홀, 전체적으로 아늑한 분위기","7.7만원, 뷔페 음식 가짓수 많고 호평",외부 주차 넉넉하게 준비됨,선정릉역언주역 도보 5분,,메인계단을 통해 이동해야 하여 동선이 번거로움,"대관료 880만원, 합리적인 가격","2시간 식사시간 제공, 당일 계약","화장실 협소, 계단 사용이 어려운 분들에 대한 걱정",200,,,,,
1090,역삼 GS타워 아모리스홀,"단독 컨벤션형 웨딩홀, 고급스러운 분위기","시그니처 양식 코스 12만원, 비수기 인원 조정 가능",800대 주차 가능,2호선 역삼역 7번 출구와 바로 연결,,하루에 3번 예식으로 여유로운 동선,"대관료 660만원, 꽃 660만원, 인원 조정 가능",예식 2주 전까지 인원 조정 가능,식대 할인 폭이 넓지 않음,450,,,,,
1091,여의도 웨딩여율리,"생화로 꾸며진 그리너리한 느낌, 고급스러운 로비","대관료 1100만원, 식대 93,000원 (소인 45,000원)",,9호선과 5호선 지하철역에서 도보 5분,생화향 가득한 신부대기실,하객들이 엘리베이터로 이동해야 하므로 번거로움,"식사로 유명하고 다양한 메뉴 제공, 당일 혜택 좋음",,"연회장이 다른 층에 있어 이동 번거로움, 웨딩홀이 단독건물이 아님",200,,,,,
1062,여의도 더파티움,"넓고 공간감이 느껴지는 홀, 천고가 높아 답답함 없음","한상차림 세미뷔페, 식사 맛있음, 메뉴 구성 알차고 리필 가능","주차공간 넓음, 본관 및 인근 건물 주차 가능","국회의사당역 도보 가능, 접근성 좋음","넉넉한 신부대기실, 가족과 함께 있어도 여유로움","하객 동선 간편, 복잡하지 않음","16,500,000 / 121,000","체계적인 상담, 믿음이 갔음",손님이 적으면 휑할까 걱정됨,250,,,,,
1092,인천 CN웨딩홀 계산점 미엘르홀,"어두운 조명과 화려한 샹들리에, 10M의 높은 천고와 23M의 우아한 버진로드가 있는 웅장한 홀","정가 식대 75,000원, 인천에서 뷔페 맛있기로 소문남","주차타워 3개층으로 동시주차 600대 가능, 하객 2시간 무료주차",,"복층에 위치한 신부대기실, 신부 전용통로를 통한 특별한 입장 가능",,대관료 550만원,"친절하고 자세한 상담, 메이크업실과 드레스실이 있어 편리함","5층 미엘르홀의 꽃장식이 2월에 완성 예정, 약간의 걱정",200,,,,,
1093,강남 더화이트베일 화이트베일홀,"밝은 홀, 화려한 하얀색 인테리어, 시그니처 베일 장식이 예쁨","식대 9.8만원, 음식 평이 매우 높음",,남부터미널역 4-1번출구 1분 거리,"신부대기실이 홀 안에 위치, 입장 시 나갔다가 들어와야 함",낮은 층고로 하객석이 답답해 보임,대관료 980만원,"단독 건물, 에스컬레이터로 연회장 이동 가능","화장실과 연회장 가는 길이 낡은 느낌, 신부대기실 위치 불편함",200,,,,,
1094,루클라비더화이트,,9만원,,,,,"대관료 650만원, 인원과 견적 변동 가능",,,200,,,,,
1050,안양 더파티움,"밝고 야외 느낌의 라포레홀, 생화 향이 나는 깨끗한 분위기","95,000원, 음식이 맛있음",지하 주차 가능하나 주말에는 외부 주차 필요,,혼주 메이크업과 한복 대여 서비스 제공,,"1,600만원, 가격에 대한 언급은 없음",상담사님이 친절하고 적극적임,선택 가능한 시간대가 한정적임,200,,,,,
1095,문학경기장 내 그랜드오스티엄,"층고가 높고 탁 트인 느낌, 아늑하고 고급스러운 신부대기실","식대 5만7천원, 뷔페 후기가 좋음",주차 공간이 넉넉함,IC 근처 위치,"생화로 꾸며진 아늑한 신부대기실, 프라이빗한 건식 화장실",하객 대기 공간이 넓고 쾌적함,"2,700,000원, 혼주 메이크업 포함, 가성비 만족",상담 과정에서 꼼꼼한 설명과 신뢰감,,250,,,,,
1096,한강 마레보인웨이브,"세련되고 깔끔한 단독홀, 3면 통유리창으로 자연채광이 아름다움","정가 식대 187,000원, 할인가 125,000원",,"잠원 한강공원 근처, 도심 속에 위치","한강뷰가 있는 넓고 쾌적한 신부대기실, 홀로 바로 입장 가능",,"정가 대관료 1200만원, 할인가 800만원, 추가 금액 투명하게 안내","상담 시 힐링되는 경험, 당일 계약 강요 없음",,200,,,,,
1097,인천 웨딩홀,,6만원,,,,,"대관료 300만원, 변동 가능성 있음",,,300,,,,,
1098,인천 그랜드오스티엄(블리스홀),어두운 홀이나 조명이 필요한 곳에 비춰져 연출이 좋음,"대관료 500만원, 식대 6만원, 할인가 대관료 150만원, 식대 5만원","400대 이상, 3시간 무료주차 가능",문학경기장역 도보 몇 분 거리,"신부대기실과 화장실, 보조대기실, 혼주헤어메이크업실이 한 층에 있음",동선이 편리하고 안정적임,대관료와 식대가 합리적임,"혼주석 스테이크 코스 제공, 메뉴 개선 지속",홀 선택이 어려움,200,,,,,
1099,주안 그랜드하우스,,"대인 48,000원",,,,,"대관료 150만원, 플라워 50만원",,,200,,,,,
1008,삼성 노블발렌티,,"식대 81,000원",,,,,대관료 800만원,,,200,,,,,
1100,영등포 더베르G,"밝은 홀 분위기, 동화 같은 컨셉, 화사한 공간","11만원, 음식 품질에 대한 기대감",,,"신부가 돋보이도록 정리된 공간, 큰 거울이 있어 점검 가능","테이블 간격 여유, 혼주 전용 식사룸 마련","1600만원, 전체적으로 만족스러움","웰컴드링크 제공, 하객을 위한 배려",저녁 예식 음식 컨디션에 대한 걱정,200,,,,,
1101,여의도 더 파티움,"밝은 홀과 어두운 홀의 조화, 하우스웨딩과 호텔웨딩 느낌","정가 식대 121,000원, 할인가 68,800원, 한상차림과 세미뷔페 제공",,,혼주와 신랑신부를 위한 편리한 공간 고려,하객 동선이 편리함,"대관료스냅꽃장식 1,650만원, 합리적인 가격대",최선정 실장님의 친절한 서비스,"시간대 애매함, 한상차림에 대한 걱정",200,,,,,
1102,서울대 호암교수회관 삼성컨벤션센터,"깔끔하고 아담한 분위기, 화이트그린톤의 신부대기실","부페 62,000원, 맛있다는 후기가 많음","넉넉한 주차 공간, 무료 주차 가능","교내 다른 웨딩홀보다 접근성이 좋음, 마을버스가 다니는 위치",신부대기실이 깔끔하고 정갈함,,"대관료 450만원에서 330만원으로 할인, 합리적인 가격","호암교수회관 숙박시설 이용 가능, 하객 숙소 30% 할인",딱히 없음,200,,,,,
1103,영등포 더베르g,"넓은 로비와 단독홀, 고급스러운 분위기","식대 11만원, 시식 기대됨","400대 주차 가능, 주차장 진입로 복잡하지 않음","영등포구청역, 영등포시장역 도보 10분, 셔틀버스 운행",,동선 편리함,"대관료 1,600만원","ATM 기기 2대 구비, 엘리베이터 6대",,200,,,,,
1104,서울 루클라비 더 화이트,"밝고 고급스러운 분위기, 높은 층고","대관료 1,600만원, 식대 13만원",주차 공간이 좁음,큰 대로변 한복판에 위치,신부대기실과 웨딩홀 간의 동선이 간결함,복잡하지 않음,가격이 합리적이며 꽃 가격 포함,차분한 상담으로 신뢰감 제공,주차 공간이 좁은 점이 걱정됨,200,,,,,
